Cell	Phase
SA604X6XB01979-A95722A-R10-C59.bam	G1
SA604X6XB01979-A95722A-R10-C61.bam	G1
SA604X6XB01979-A95722A-R11-C09.bam	G1
SA604X6XB01979-A95722A-R11-C11.bam	G1
SA604X6XB01979-A95722A-R11-C13.bam	G1
SA604X6XB01979-A95722A-R11-C18.bam	G1
SA604X6XB01979-A95722A-R11-C20.bam	G1
SA604X6XB01979-A95722A-R11-C23.bam	G1
SA604X6XB01979-A95722A-R11-C31.bam	S
SA604X6XB01979-A95722A-R11-C43.bam	G1
SA604X6XB01979-A95722A-R11-C46.bam	G1
SA604X6XB01979-A95722A-R11-C49.bam	G1
SA604X6XB01979-A95722A-R11-C52.bam	G1
SA604X6XB01979-A95722A-R11-C54.bam	G1
SA604X6XB01979-A95722A-R11-C61.bam	G1
SA604X6XB01979-A95722A-R11-C65.bam	G1
SA604X6XB01979-A95722A-R11-C68.bam	G1
SA604X6XB01979-A95722A-R12-C42.bam	G1
SA604X6XB01979-A95722A-R12-C58.bam	G1
SA604X6XB01979-A95722A-R13-C60.bam	G1
SA604X6XB01979-A95722A-R13-C66.bam	G1
SA604X6XB01979-A95722A-R14-C41.bam	G1
SA604X6XB01979-A95722A-R14-C43.bam	G1
SA604X6XB01979-A95722A-R14-C44.bam	G1
SA604X6XB01979-A95722A-R14-C47.bam	G1
SA604X6XB01979-A95722A-R14-C54.bam	G1
SA604X6XB01979-A95722A-R14-C60.bam	S
SA604X6XB01979-A95722A-R14-C63.bam	S
SA604X6XB01979-A95722A-R14-C64.bam	G1
SA604X6XB01979-A95722A-R14-C67.bam	G1
SA604X6XB01979-A95722A-R15-C40.bam	S
SA604X6XB01979-A95722A-R15-C41.bam	G1
SA604X6XB01979-A95722A-R15-C43.bam	G1
SA604X6XB01979-A95722A-R15-C48.bam	G1
SA604X6XB01979-A95722A-R22-C08.bam	G1
SA604X6XB01979-A95722A-R22-C10.bam	G1
SA604X6XB01979-A95722A-R22-C16.bam	G1
SA604X6XB01979-A95722A-R22-C17.bam	G1
SA604X6XB01979-A95722A-R22-C18.bam	G1
SA604X6XB01979-A95722A-R22-C20.bam	G1
SA604X6XB01979-A95722A-R22-C23.bam	G1
SA604X6XB01979-A95722A-R22-C24.bam	G1
SA604X6XB01979-A95722A-R22-C29.bam	G1
SA604X6XB01979-A95722A-R22-C31.bam	G1
SA604X6XB01979-A95722A-R22-C34.bam	G1
SA604X6XB01979-A95722A-R22-C41.bam	G1
SA604X6XB01979-A95722A-R22-C43.bam	G1
SA604X6XB01979-A95722A-R22-C48.bam	G1
SA604X6XB01979-A95722A-R22-C49.bam	G1
SA604X6XB01979-A95722A-R22-C54.bam	G1
SA604X6XB01979-A95722A-R22-C55.bam	S
SA604X6XB01979-A95722A-R22-C56.bam	G1
SA604X6XB01979-A95722A-R22-C61.bam	G1
SA604X6XB01979-A95722A-R22-C66.bam	S
SA604X6XB01979-A95722A-R22-C70.bam	G1
SA604X6XB01979-A95722A-R23-C07.bam	G1
SA604X6XB01979-A95722A-R23-C12.bam	G1
SA604X6XB01979-A95722A-R23-C14.bam	G1
SA604X6XB01979-A95722A-R23-C15.bam	G1
SA604X6XB01979-A95722A-R23-C16.bam	G1
SA604X6XB01979-A95722A-R23-C18.bam	G1
SA604X6XB01979-A95722A-R23-C19.bam	G1
SA604X6XB01979-A95722A-R23-C20.bam	G1
SA604X6XB01979-A95722A-R23-C23.bam	G1
SA604X6XB01979-A95722A-R23-C28.bam	G1
SA604X6XB01979-A95722A-R23-C29.bam	G1
SA604X6XB01979-A95722A-R23-C30.bam	G1
SA604X6XB01979-A95722A-R23-C31.bam	G1
SA604X6XB01979-A95722A-R23-C36.bam	G1
SA604X6XB01979-A95722A-R23-C37.bam	G1
SA604X6XB01979-A95722A-R23-C38.bam	G1
SA604X6XB01979-A95722A-R23-C39.bam	G1
SA604X6XB01979-A95722A-R23-C40.bam	G1
SA604X6XB01979-A95722A-R23-C41.bam	G1
SA604X6XB01979-A95722A-R23-C42.bam	G1
SA604X6XB01979-A95722A-R23-C44.bam	S
SA604X6XB01979-A95722A-R23-C46.bam	S
SA604X6XB01979-A95722A-R23-C47.bam	G1
SA604X6XB01979-A95722A-R23-C48.bam	G1
SA604X6XB01979-A95722A-R23-C50.bam	S
SA604X6XB01979-A95722A-R23-C51.bam	G1
SA604X6XB01979-A95722A-R23-C55.bam	G1
SA604X6XB01979-A95722A-R23-C56.bam	S
SA604X6XB01979-A95722A-R23-C57.bam	G1
SA604X6XB01979-A95722A-R23-C59.bam	G1
SA604X6XB01979-A95722A-R23-C60.bam	G1
SA604X6XB01979-A95722A-R23-C63.bam	G1
SA604X6XB01979-A95722A-R23-C64.bam	G1
SA604X6XB01979-A95722A-R23-C67.bam	G1
SA604X6XB01979-A95722A-R23-C69.bam	G1
SA604X6XB01979-A95722A-R24-C07.bam	G1
SA604X6XB01979-A95722A-R24-C08.bam	G1
SA604X6XB01979-A95722A-R24-C09.bam	S
SA604X6XB01979-A95722A-R24-C10.bam	G1
SA604X6XB01979-A95722A-R24-C11.bam	G1
SA604X6XB01979-A95722A-R24-C12.bam	G1
SA604X6XB01979-A95722A-R24-C13.bam	G1
SA604X6XB01979-A95722A-R24-C14.bam	G1
SA604X6XB01979-A95722A-R24-C16.bam	G1
SA604X6XB01979-A95722A-R24-C17.bam	S
SA604X6XB01979-A95722A-R24-C18.bam	G1
SA604X6XB01979-A95722A-R24-C19.bam	G1
SA604X6XB01979-A95722A-R24-C20.bam	G1
SA604X6XB01979-A95722A-R24-C23.bam	G1
SA604X6XB01979-A95722A-R24-C24.bam	G1
SA604X6XB01979-A95722A-R24-C27.bam	G1
SA604X6XB01979-A95722A-R24-C28.bam	G1
SA604X6XB01979-A95722A-R24-C29.bam	S
SA604X6XB01979-A95722A-R24-C34.bam	G1
SA604X6XB01979-A95722A-R24-C35.bam	S
SA604X6XB01979-A95722A-R24-C36.bam	G1
SA604X6XB01979-A95722A-R24-C39.bam	G1
SA604X6XB01979-A95722A-R24-C41.bam	G1
SA604X6XB01979-A95722A-R24-C42.bam	G1
SA604X6XB01979-A95722A-R24-C43.bam	G1
SA604X6XB01979-A95722A-R24-C47.bam	G1
SA604X6XB01979-A95722A-R24-C49.bam	G1
SA604X6XB01979-A95722A-R24-C50.bam	G1
SA604X6XB01979-A95722A-R24-C52.bam	G1
SA604X6XB01979-A95722A-R24-C54.bam	G1
SA604X6XB01979-A95722A-R24-C55.bam	G1
SA604X6XB01979-A95722A-R24-C56.bam	G1
SA604X6XB01979-A95722A-R24-C57.bam	G1
SA604X6XB01979-A95722A-R24-C59.bam	G1
SA604X6XB01979-A95722A-R24-C60.bam	G1
SA604X6XB01979-A95722A-R24-C61.bam	S
SA604X6XB01979-A95722A-R24-C66.bam	G1
SA604X6XB01979-A95722A-R24-C68.bam	G1
SA604X6XB01979-A95722A-R24-C69.bam	G1
SA604X6XB01979-A95722A-R24-C70.bam	G1
SA604X6XB01979-A95722A-R25-C08.bam	G1
SA604X6XB01979-A95722A-R25-C13.bam	G1
SA604X6XB01979-A95722A-R25-C14.bam	G1
SA604X6XB01979-A95722A-R25-C15.bam	S
SA604X6XB01979-A95722A-R25-C16.bam	G1
SA604X6XB01979-A95722A-R25-C18.bam	G1
SA604X6XB01979-A95722A-R25-C20.bam	G1
SA604X6XB01979-A95722A-R25-C21.bam	G1
SA604X6XB01979-A95722A-R25-C22.bam	G1
SA604X6XB01979-A95722A-R25-C23.bam	G1
SA604X6XB01979-A95722A-R25-C25.bam	G1
SA604X6XB01979-A95722A-R25-C28.bam	G1
SA604X6XB01979-A95722A-R25-C29.bam	G1
SA604X6XB01979-A95722A-R25-C30.bam	G1
SA604X6XB01979-A95722A-R25-C31.bam	G1
SA604X6XB01979-A95722A-R25-C37.bam	G1
SA604X6XB01979-A95722A-R25-C41.bam	G1
SA604X6XB01979-A95722A-R25-C42.bam	G1
SA604X6XB01979-A95722A-R25-C43.bam	S
SA604X6XB01979-A95722A-R25-C46.bam	G1
SA604X6XB01979-A95722A-R25-C47.bam	G1
SA604X6XB01979-A95722A-R25-C50.bam	G1
SA604X6XB01979-A95722A-R25-C54.bam	G1
SA604X6XB01979-A95722A-R25-C55.bam	G1
SA604X6XB01979-A95722A-R25-C58.bam	G1
SA604X6XB01979-A95722A-R25-C59.bam	G1
SA604X6XB01979-A95722A-R25-C63.bam	G1
SA604X6XB01979-A95722A-R25-C66.bam	G1
SA604X6XB01979-A95722A-R26-C08.bam	G1
SA604X6XB01979-A95722A-R26-C11.bam	S
SA604X6XB01979-A95722A-R26-C12.bam	G1
SA604X6XB01979-A95722A-R26-C13.bam	G1
SA604X6XB01979-A95722A-R26-C19.bam	G1
SA604X6XB01979-A95722A-R26-C20.bam	G1
SA604X6XB01979-A95722A-R26-C23.bam	G1
SA604X6XB01979-A95722A-R26-C25.bam	G1
SA604X6XB01979-A95722A-R26-C27.bam	G1
SA604X6XB01979-A95722A-R26-C29.bam	G1
SA604X6XB01979-A95722A-R26-C30.bam	G1
SA604X6XB01979-A95722A-R26-C31.bam	G1
SA604X6XB01979-A95722A-R26-C32.bam	G1
SA604X6XB01979-A95722A-R26-C34.bam	G1
SA604X6XB01979-A95722A-R26-C37.bam	G1
SA604X6XB01979-A95722A-R26-C39.bam	S
SA604X6XB01979-A95722A-R26-C40.bam	G1
SA604X6XB01979-A95722A-R26-C41.bam	G1
SA604X6XB01979-A95722A-R26-C42.bam	G1
SA604X6XB01979-A95722A-R26-C47.bam	G1
SA604X6XB01979-A95722A-R26-C49.bam	G1
SA604X6XB01979-A95722A-R26-C51.bam	S
SA604X6XB01979-A95722A-R26-C54.bam	G1
SA604X6XB01979-A95722A-R26-C55.bam	G1
SA604X6XB01979-A95722A-R26-C57.bam	G1
SA604X6XB01979-A95722A-R26-C59.bam	G1
SA604X6XB01979-A95722A-R26-C60.bam	G1
SA604X6XB01979-A95722A-R26-C63.bam	G1
SA604X6XB01979-A95722A-R26-C64.bam	G1
SA604X6XB01979-A95722A-R26-C67.bam	G1
SA604X6XB01979-A95722A-R27-C07.bam	G1
SA604X6XB01979-A95722A-R27-C08.bam	G1
SA604X6XB01979-A95722A-R27-C12.bam	G1
SA604X6XB01979-A95722A-R27-C13.bam	G1
SA604X6XB01979-A95722A-R27-C14.bam	G1
SA604X6XB01979-A95722A-R27-C15.bam	G1
SA604X6XB01979-A95722A-R27-C16.bam	G1
SA604X6XB01979-A95722A-R27-C19.bam	G1
SA604X6XB01979-A95722A-R27-C21.bam	G1
SA604X6XB01979-A95722A-R27-C22.bam	G1
SA604X6XB01979-A95722A-R27-C24.bam	G1
SA604X6XB01979-A95722A-R27-C25.bam	G1
SA604X6XB01979-A95722A-R27-C27.bam	G1
SA604X6XB01979-A95722A-R27-C30.bam	G1
SA604X6XB01979-A95722A-R27-C31.bam	S
SA604X6XB01979-A95722A-R27-C36.bam	G1
SA604X6XB01979-A95722A-R27-C37.bam	G1
SA604X6XB01979-A95722A-R27-C41.bam	G1
SA604X6XB01979-A95722A-R27-C51.bam	G1
SA604X6XB01979-A95722A-R27-C57.bam	G1
SA604X6XB01979-A95722A-R27-C60.bam	G1
SA604X6XB01979-A95722A-R27-C63.bam	G1
SA604X6XB01979-A95722A-R27-C66.bam	G1
SA604X6XB01979-A95722A-R27-C67.bam	G1
SA604X6XB01979-A95722A-R27-C68.bam	G1
SA604X6XB01979-A95722A-R27-C69.bam	G1
SA604X6XB01979-A95722A-R27-C70.bam	G1
SA604X6XB01979-A95722A-R28-C08.bam	G1
SA604X6XB01979-A95722A-R28-C09.bam	G1
SA604X6XB01979-A95722A-R28-C11.bam	G1
SA604X6XB01979-A95722A-R28-C12.bam	G1
SA604X6XB01979-A95722A-R28-C14.bam	S
SA604X6XB01979-A95722A-R28-C17.bam	G1
SA604X6XB01979-A95722A-R28-C18.bam	G1
SA604X6XB01979-A95722A-R28-C19.bam	G1
SA604X6XB01979-A95722A-R28-C20.bam	G1
SA604X6XB01979-A95722A-R28-C22.bam	G1
SA604X6XB01979-A95722A-R28-C23.bam	G1
SA604X6XB01979-A95722A-R28-C25.bam	G1
SA604X6XB01979-A95722A-R28-C28.bam	G1
SA604X6XB01979-A95722A-R28-C31.bam	G1
SA604X6XB01979-A95722A-R28-C32.bam	G1
SA604X6XB01979-A95722A-R28-C34.bam	G1
SA604X6XB01979-A95722A-R28-C42.bam	G1
SA604X6XB01979-A95722A-R28-C44.bam	G1
SA604X6XB01979-A95722A-R28-C47.bam	G1
SA604X6XB01979-A95722A-R28-C51.bam	G1
SA604X6XB01979-A95722A-R28-C52.bam	G1
SA604X6XB01979-A95722A-R28-C57.bam	G1
SA604X6XB01979-A95722A-R28-C58.bam	G1
SA604X6XB01979-A95722A-R28-C64.bam	G1
SA604X6XB01979-A95722A-R28-C66.bam	G1
SA604X6XB01979-A95722A-R28-C67.bam	G1
SA604X6XB01979-A95722A-R29-C07.bam	S
SA604X6XB01979-A95722A-R29-C10.bam	G1
SA604X6XB01979-A95722A-R29-C13.bam	G1
SA604X6XB01979-A95722A-R29-C14.bam	G1
SA604X6XB01979-A95722A-R29-C15.bam	G1
SA604X6XB01979-A95722A-R29-C16.bam	G1
SA604X6XB01979-A95722A-R29-C20.bam	G1
SA604X6XB01979-A95722A-R29-C22.bam	G1
SA604X6XB01979-A95722A-R29-C24.bam	G1
SA604X6XB01979-A95722A-R29-C25.bam	G1
SA604X6XB01979-A95722A-R29-C28.bam	G1
SA604X6XB01979-A95722A-R29-C31.bam	G1
SA604X6XB01979-A95722A-R29-C40.bam	G1
SA604X6XB01979-A95722A-R29-C42.bam	G1
SA604X6XB01979-A95722A-R29-C43.bam	G1
SA604X6XB01979-A95722A-R29-C47.bam	G1
SA604X6XB01979-A95722A-R29-C50.bam	G1
SA604X6XB01979-A95722A-R29-C52.bam	G1
SA604X6XB01979-A95722A-R29-C54.bam	G1
SA604X6XB01979-A95722A-R29-C56.bam	G1
SA604X6XB01979-A95722A-R29-C58.bam	G1
SA604X6XB01979-A95722A-R29-C63.bam	G1
SA604X6XB01979-A95722A-R29-C64.bam	G1
SA604X6XB01979-A95722A-R29-C67.bam	G1
SA604X6XB01979-A95722A-R29-C68.bam	G1
SA604X6XB01979-A95722A-R30-C07.bam	G1
SA604X6XB01979-A95722A-R30-C08.bam	G1
SA604X6XB01979-A95722A-R30-C15.bam	S
SA604X6XB01979-A95722A-R30-C16.bam	G1
SA604X6XB01979-A95722A-R30-C19.bam	G1
SA604X6XB01979-A95722A-R30-C23.bam	G1
SA604X6XB01979-A95722A-R30-C24.bam	G1
SA604X6XB01979-A95722A-R30-C26.bam	G1
SA604X6XB01979-A95722A-R30-C30.bam	G1
SA604X6XB01979-A95722A-R30-C35.bam	G1
SA604X6XB01979-A95722A-R30-C39.bam	G1
SA604X6XB01979-A95722A-R30-C41.bam	G1
SA604X6XB01979-A95722A-R30-C42.bam	G1
SA604X6XB01979-A95722A-R30-C43.bam	S
SA604X6XB01979-A95722A-R30-C51.bam	G1
SA604X6XB01979-A95722A-R30-C56.bam	S
SA604X6XB01979-A95722A-R30-C57.bam	S
SA604X6XB01979-A95722A-R30-C60.bam	G1
SA604X6XB01979-A95722A-R30-C66.bam	G1
SA604X6XB01979-A95722A-R31-C09.bam	S
SA604X6XB01979-A95722A-R31-C12.bam	G1
SA604X6XB01979-A95722A-R31-C14.bam	G1
SA604X6XB01979-A95722A-R31-C15.bam	G1
SA604X6XB01979-A95722A-R31-C21.bam	G1
SA604X6XB01979-A95722A-R31-C23.bam	S
SA604X6XB01979-A95722A-R31-C30.bam	G1
SA604X6XB01979-A95722A-R31-C32.bam	G1
SA604X6XB01979-A95722A-R31-C35.bam	S
SA604X6XB01979-A95722A-R31-C39.bam	G1
SA604X6XB01979-A95722A-R31-C47.bam	G1
SA604X6XB01979-A95722A-R31-C48.bam	G1
SA604X6XB01979-A95722A-R32-C13.bam	G1
SA604X6XB01979-A95722A-R32-C14.bam	G1
SA604X6XB01979-A95722A-R32-C15.bam	G1
SA604X6XB01979-A95722A-R32-C17.bam	G1
SA604X6XB01979-A95722A-R32-C20.bam	G1
SA604X6XB01979-A95722A-R32-C28.bam	G1
SA604X6XB01979-A95722A-R32-C40.bam	G1
SA604X6XB01979-A95722A-R32-C42.bam	G1
SA604X6XB01979-A95722A-R32-C43.bam	G1
SA604X6XB01979-A95722A-R32-C44.bam	G1
SA604X6XB01979-A95722A-R32-C48.bam	G1
SA604X6XB01979-A95722A-R32-C66.bam	G1
SA604X6XB01979-A95722A-R33-C16.bam	G1
SA604X6XB01979-A95722A-R33-C18.bam	G1
SA604X6XB01979-A95722A-R33-C26.bam	G1
SA604X6XB01979-A95722A-R33-C47.bam	G1
