Cell	Phase
SA501X6XB00969-A95670B-R27-C22.bam	S
SA501X6XB00969-A95670B-R27-C24.bam	G1
SA501X6XB00969-A95670B-R27-C26.bam	G1
SA501X6XB00969-A95670B-R27-C29.bam	G1
SA501X6XB00969-A95670B-R27-C31.bam	G1
SA501X6XB00969-A95670B-R27-C35.bam	G1
SA501X6XB00969-A95670B-R27-C37.bam	G1
SA501X6XB00969-A95670B-R27-C39.bam	G1
SA501X6XB00969-A95670B-R27-C41.bam	G1
SA501X6XB00969-A95670B-R27-C42.bam	G1
SA501X6XB00969-A95670B-R27-C43.bam	G1
SA501X6XB00969-A95670B-R27-C44.bam	G1
SA501X6XB00969-A95670B-R27-C48.bam	G1
SA501X6XB00969-A95670B-R27-C50.bam	G1
SA501X6XB00969-A95670B-R27-C51.bam	G1
SA501X6XB00969-A95670B-R27-C54.bam	G1
SA501X6XB00969-A95670B-R27-C56.bam	G1
SA501X6XB00969-A95670B-R27-C58.bam	G1
SA501X6XB00969-A95670B-R27-C60.bam	G1
SA501X6XB00969-A95670B-R27-C61.bam	G1
SA501X6XB00969-A95670B-R27-C63.bam	G1
SA501X6XB00969-A95670B-R27-C65.bam	G1
SA501X6XB00969-A95670B-R27-C68.bam	G1
SA501X6XB00969-A95670B-R28-C08.bam	G1
SA501X6XB00969-A95670B-R28-C09.bam	G1
SA501X6XB00969-A95670B-R28-C10.bam	G1
SA501X6XB00969-A95670B-R28-C11.bam	S
SA501X6XB00969-A95670B-R28-C12.bam	G1
SA501X6XB00969-A95670B-R28-C14.bam	G1
SA501X6XB00969-A95670B-R28-C15.bam	G1
SA501X6XB00969-A95670B-R28-C16.bam	G1
SA501X6XB00969-A95670B-R28-C18.bam	G1
SA501X6XB00969-A95670B-R28-C19.bam	G1
SA501X6XB00969-A95670B-R28-C22.bam	G1
SA501X6XB00969-A95670B-R28-C25.bam	G1
SA501X6XB00969-A95670B-R28-C26.bam	S
SA501X6XB00969-A95670B-R28-C28.bam	G1
SA501X6XB00969-A95670B-R28-C30.bam	G1
SA501X6XB00969-A95670B-R28-C34.bam	G1
SA501X6XB00969-A95670B-R28-C36.bam	G1
SA501X6XB00969-A95670B-R28-C39.bam	S
SA501X6XB00969-A95670B-R28-C41.bam	G1
SA501X6XB00969-A95670B-R28-C43.bam	G1
SA501X6XB00969-A95670B-R28-C44.bam	G1
SA501X6XB00969-A95670B-R28-C50.bam	G1
SA501X6XB00969-A95670B-R28-C57.bam	G1
SA501X6XB00969-A95670B-R28-C58.bam	S
SA501X6XB00969-A95670B-R28-C60.bam	G1
SA501X6XB00969-A95670B-R28-C65.bam	S
SA501X6XB00969-A95670B-R28-C66.bam	G1
SA501X6XB00969-A95670B-R28-C68.bam	G1
SA501X6XB00969-A95670B-R28-C70.bam	G1
SA501X6XB00969-A95670B-R29-C11.bam	G1
SA501X6XB00969-A95670B-R29-C12.bam	G1
SA501X6XB00969-A95670B-R29-C14.bam	G1
SA501X6XB00969-A95670B-R29-C22.bam	G1
SA501X6XB00969-A95670B-R29-C23.bam	G1
SA501X6XB00969-A95670B-R29-C24.bam	G1
SA501X6XB00969-A95670B-R29-C25.bam	G1
SA501X6XB00969-A95670B-R29-C26.bam	G1
SA501X6XB00969-A95670B-R29-C28.bam	S
SA501X6XB00969-A95670B-R29-C29.bam	G1
SA501X6XB00969-A95670B-R29-C31.bam	G1
SA501X6XB00969-A95670B-R29-C36.bam	G1
SA501X6XB00969-A95670B-R29-C37.bam	G1
SA501X6XB00969-A95670B-R29-C40.bam	G1
SA501X6XB00969-A95670B-R29-C47.bam	G1
SA501X6XB00969-A95670B-R29-C48.bam	S
SA501X6XB00969-A95670B-R29-C50.bam	G1
SA501X6XB00969-A95670B-R29-C52.bam	G1
SA501X6XB00969-A95670B-R29-C54.bam	G1
SA501X6XB00969-A95670B-R29-C56.bam	G1
SA501X6XB00969-A95670B-R29-C57.bam	G1
SA501X6XB00969-A95670B-R29-C59.bam	G1
SA501X6XB00969-A95670B-R29-C61.bam	G1
SA501X6XB00969-A95670B-R29-C64.bam	S
SA501X6XB00969-A95670B-R29-C66.bam	G1
SA501X6XB00969-A95670B-R29-C69.bam	G1
SA501X6XB00969-A95670B-R30-C07.bam	S
SA501X6XB00969-A95670B-R30-C08.bam	G1
SA501X6XB00969-A95670B-R30-C09.bam	G1
SA501X6XB00969-A95670B-R30-C11.bam	G1
SA501X6XB00969-A95670B-R30-C12.bam	G1
SA501X6XB00969-A95670B-R30-C13.bam	G1
SA501X6XB00969-A95670B-R30-C14.bam	G1
SA501X6XB00969-A95670B-R30-C21.bam	G1
SA501X6XB00969-A95670B-R30-C29.bam	G1
SA501X6XB00969-A95670B-R30-C30.bam	G1
SA501X6XB00969-A95670B-R30-C31.bam	G1
SA501X6XB00969-A95670B-R30-C34.bam	G1
SA501X6XB00969-A95670B-R30-C39.bam	G1
SA501X6XB00969-A95670B-R30-C40.bam	G1
SA501X6XB00969-A95670B-R30-C42.bam	G1
SA501X6XB00969-A95670B-R30-C47.bam	S
SA501X6XB00969-A95670B-R30-C48.bam	G1
SA501X6XB00969-A95670B-R30-C50.bam	G1
SA501X6XB00969-A95670B-R30-C57.bam	G1
SA501X6XB00969-A95670B-R30-C58.bam	G1
SA501X6XB00969-A95670B-R30-C59.bam	G1
SA501X6XB00969-A95670B-R30-C60.bam	G1
SA501X6XB00969-A95670B-R30-C61.bam	G1
SA501X6XB00969-A95670B-R30-C68.bam	G1
SA501X6XB00969-A95670B-R30-C70.bam	G1
SA501X6XB00969-A95670B-R31-C08.bam	G1
SA501X6XB00969-A95670B-R31-C09.bam	G1
SA501X6XB00969-A95670B-R31-C12.bam	G1
SA501X6XB00969-A95670B-R31-C17.bam	G1
SA501X6XB00969-A95670B-R31-C18.bam	G1
SA501X6XB00969-A95670B-R31-C23.bam	G1
SA501X6XB00969-A95670B-R31-C24.bam	S
SA501X6XB00969-A95670B-R31-C25.bam	G1
SA501X6XB00969-A95670B-R31-C29.bam	G1
SA501X6XB00969-A95670B-R31-C31.bam	G1
SA501X6XB00969-A95670B-R31-C37.bam	S
SA501X6XB00969-A95670B-R31-C41.bam	G1
SA501X6XB00969-A95670B-R31-C42.bam	G1
SA501X6XB00969-A95670B-R31-C47.bam	S
SA501X6XB00969-A95670B-R31-C48.bam	G1
SA501X6XB00969-A95670B-R31-C49.bam	G1
SA501X6XB00969-A95670B-R31-C50.bam	G1
SA501X6XB00969-A95670B-R31-C54.bam	G1
SA501X6XB00969-A95670B-R31-C60.bam	S
SA501X6XB00969-A95670B-R31-C61.bam	G1
SA501X6XB00969-A95670B-R31-C63.bam	G1
SA501X6XB00969-A95670B-R31-C69.bam	S
SA501X6XB00969-A95670B-R32-C07.bam	S
SA501X6XB00969-A95670B-R32-C08.bam	G1
SA501X6XB00969-A95670B-R32-C11.bam	G1
SA501X6XB00969-A95670B-R32-C12.bam	G1
SA501X6XB00969-A95670B-R32-C13.bam	S
SA501X6XB00969-A95670B-R32-C15.bam	S
SA501X6XB00969-A95670B-R32-C25.bam	G1
SA501X6XB00969-A95670B-R32-C30.bam	G1
SA501X6XB00969-A95670B-R32-C32.bam	G1
SA501X6XB00969-A95670B-R32-C34.bam	G1
SA501X6XB00969-A95670B-R32-C39.bam	G1
SA501X6XB00969-A95670B-R32-C40.bam	S
SA501X6XB00969-A95670B-R32-C43.bam	G1
SA501X6XB00969-A95670B-R32-C47.bam	S
SA501X6XB00969-A95670B-R32-C49.bam	G1
SA501X6XB00969-A95670B-R32-C50.bam	G1
SA501X6XB00969-A95670B-R32-C52.bam	G1
SA501X6XB00969-A95670B-R32-C54.bam	S
SA501X6XB00969-A95670B-R32-C56.bam	G1
SA501X6XB00969-A95670B-R32-C57.bam	G1
SA501X6XB00969-A95670B-R32-C58.bam	G1
SA501X6XB00969-A95670B-R32-C59.bam	S
SA501X6XB00969-A95670B-R32-C60.bam	G1
SA501X6XB00969-A95670B-R32-C61.bam	G1
SA501X6XB00969-A95670B-R32-C65.bam	G1
SA501X6XB00969-A95670B-R32-C69.bam	S
SA501X6XB00969-A95670B-R33-C08.bam	G1
SA501X6XB00969-A95670B-R33-C14.bam	G1
SA501X6XB00969-A95670B-R33-C15.bam	G1
SA501X6XB00969-A95670B-R33-C16.bam	G1
SA501X6XB00969-A95670B-R33-C17.bam	G1
SA501X6XB00969-A95670B-R33-C20.bam	G1
SA501X6XB00969-A95670B-R33-C23.bam	G1
SA501X6XB00969-A95670B-R33-C26.bam	G1
SA501X6XB00969-A95670B-R33-C28.bam	G1
SA501X6XB00969-A95670B-R33-C31.bam	G1
SA501X6XB00969-A95670B-R33-C35.bam	G1
SA501X6XB00969-A95670B-R33-C41.bam	G1
SA501X6XB00969-A95670B-R33-C54.bam	G1
SA501X6XB00969-A95670B-R33-C55.bam	G1
SA501X6XB00969-A95670B-R33-C60.bam	S
SA501X6XB00969-A95670B-R33-C61.bam	G1
SA501X6XB00969-A95670B-R34-C07.bam	G1
SA501X6XB00969-A95670B-R34-C09.bam	G1
SA501X6XB00969-A95670B-R34-C12.bam	G1
SA501X6XB00969-A95670B-R34-C13.bam	G1
SA501X6XB00969-A95670B-R34-C16.bam	G1
SA501X6XB00969-A95670B-R34-C20.bam	G1
SA501X6XB00969-A95670B-R34-C22.bam	G1
SA501X6XB00969-A95670B-R34-C23.bam	S
SA501X6XB00969-A95670B-R34-C25.bam	G1
SA501X6XB00969-A95670B-R34-C26.bam	G1
SA501X6XB00969-A95670B-R34-C28.bam	S
SA501X6XB00969-A95670B-R34-C29.bam	G1
SA501X6XB00969-A95670B-R34-C31.bam	G1
SA501X6XB00969-A95670B-R34-C38.bam	G1
SA501X6XB00969-A95670B-R34-C40.bam	G1
SA501X6XB00969-A95670B-R34-C41.bam	G1
SA501X6XB00969-A95670B-R34-C44.bam	G1
SA501X6XB00969-A95670B-R34-C46.bam	G1
SA501X6XB00969-A95670B-R34-C57.bam	G1
SA501X6XB00969-A95670B-R34-C58.bam	G1
SA501X6XB00969-A95670B-R34-C63.bam	G1
SA501X6XB00969-A95670B-R34-C70.bam	G1
SA501X6XB00969-A95670B-R35-C07.bam	G1
SA501X6XB00969-A95670B-R35-C11.bam	S
SA501X6XB00969-A95670B-R35-C15.bam	G1
SA501X6XB00969-A95670B-R35-C16.bam	G1
SA501X6XB00969-A95670B-R35-C17.bam	G1
SA501X6XB00969-A95670B-R35-C19.bam	G1
SA501X6XB00969-A95670B-R35-C20.bam	G1
SA501X6XB00969-A95670B-R35-C22.bam	G1
SA501X6XB00969-A95670B-R35-C23.bam	G1
SA501X6XB00969-A95670B-R35-C24.bam	G1
SA501X6XB00969-A95670B-R35-C25.bam	G1
SA501X6XB00969-A95670B-R35-C27.bam	G1
SA501X6XB00969-A95670B-R35-C28.bam	G1
SA501X6XB00969-A95670B-R35-C29.bam	G1
SA501X6XB00969-A95670B-R35-C32.bam	G1
SA501X6XB00969-A95670B-R35-C34.bam	G1
SA501X6XB00969-A95670B-R35-C35.bam	G1
SA501X6XB00969-A95670B-R35-C37.bam	G1
SA501X6XB00969-A95670B-R35-C39.bam	G1
SA501X6XB00969-A95670B-R35-C42.bam	G1
SA501X6XB00969-A95670B-R35-C49.bam	G1
SA501X6XB00969-A95670B-R35-C50.bam	G1
SA501X6XB00969-A95670B-R35-C58.bam	S
SA501X6XB00969-A95670B-R35-C59.bam	G1
SA501X6XB00969-A95670B-R35-C60.bam	G1
SA501X6XB00969-A95670B-R35-C63.bam	G1
SA501X6XB00969-A95670B-R35-C64.bam	G1
SA501X6XB00969-A95670B-R35-C67.bam	G1
SA501X6XB00969-A95670B-R35-C70.bam	S
SA501X6XB00969-A95670B-R36-C08.bam	G1
SA501X6XB00969-A95670B-R36-C09.bam	G1
SA501X6XB00969-A95670B-R36-C14.bam	G1
SA501X6XB00969-A95670B-R36-C15.bam	G1
SA501X6XB00969-A95670B-R36-C19.bam	G1
SA501X6XB00969-A95670B-R36-C23.bam	G1
SA501X6XB00969-A95670B-R36-C25.bam	G1
SA501X6XB00969-A95670B-R36-C28.bam	G1
SA501X6XB00969-A95670B-R36-C29.bam	G1
SA501X6XB00969-A95670B-R36-C32.bam	G1
SA501X6XB00969-A95670B-R36-C39.bam	S
SA501X6XB00969-A95670B-R36-C41.bam	G1
SA501X6XB00969-A95670B-R36-C43.bam	G1
SA501X6XB00969-A95670B-R36-C46.bam	G1
SA501X6XB00969-A95670B-R36-C47.bam	G1
SA501X6XB00969-A95670B-R36-C54.bam	G1
SA501X6XB00969-A95670B-R36-C59.bam	G1
SA501X6XB00969-A95670B-R36-C60.bam	G1
