Cell	Subpopulation
SA1135-A96199A-R07-C69	1
SA1135-A96199A-R08-C17	2
SA1135-A96199A-R08-C18	1
SA1135-A96199A-R08-C19	2
SA1135-A96199A-R08-C21	2
SA1135-A96199A-R08-C23	3
SA1135-A96199A-R08-C26	1
SA1135-A96199A-R08-C30	2
SA1135-A96199A-R08-C36	3
SA1135-A96199A-R08-C38	3
SA1135-A96199A-R08-C39	2
SA1135-A96199A-R08-C45	3
SA1135-A96199A-R08-C52	2
SA1135-A96199A-R08-C62	2
SA1135-A96199A-R08-C67	1
SA1135-A96199A-R09-C16	1
SA1135-A96199A-R09-C19	3
SA1135-A96199A-R09-C33	3
SA1135-A96199A-R09-C40	2
SA1135-A96199A-R09-C47	2
SA1135-A96199A-R09-C52	1
SA1135-A96199A-R09-C60	1
SA1135-A96199A-R09-C65	1
SA1135-A96199A-R10-C16	1
SA1135-A96199A-R10-C25	2
SA1135-A96199A-R10-C29	3
SA1135-A96199A-R10-C30	3
SA1135-A96199A-R10-C31	3
SA1135-A96199A-R10-C37	2
SA1135-A96199A-R10-C52	2
SA1135-A96199A-R10-C54	1
SA1135-A96199A-R10-C55	3
SA1135-A96199A-R10-C56	2
SA1135-A96199A-R10-C57	1
SA1135-A96199A-R10-C63	1
SA1135-A96199A-R10-C66	2
SA1135-A96199A-R11-C07	1
SA1135-A96199A-R11-C09	1
SA1135-A96199A-R11-C13	3
SA1135-A96199A-R11-C16	3
SA1135-A96199A-R11-C26	1
SA1135-A96199A-R11-C28	2
SA1135-A96199A-R11-C29	3
SA1135-A96199A-R11-C34	1
SA1135-A96199A-R11-C36	1
SA1135-A96199A-R11-C37	1
SA1135-A96199A-R11-C39	1
SA1135-A96199A-R11-C41	1
SA1135-A96199A-R11-C42	2
SA1135-A96199A-R11-C48	3
SA1135-A96199A-R11-C51	2
SA1135-A96199A-R11-C59	2
SA1135-A96199A-R11-C65	2
SA1135-A96199A-R12-C11	2
SA1135-A96199A-R12-C12	3
SA1135-A96199A-R12-C14	2
SA1135-A96199A-R12-C20	1
SA1135-A96199A-R12-C22	3
SA1135-A96199A-R12-C27	1
SA1135-A96199A-R12-C36	1
SA1135-A96199A-R12-C47	3
SA1135-A96199A-R12-C48	2
SA1135-A96199A-R12-C52	2
SA1135-A96199A-R12-C57	2
SA1135-A96199A-R12-C62	3
SA1135-A96199A-R12-C63	1
SA1135-A96199A-R12-C64	1
SA1135-A96199A-R12-C66	3
SA1135-A96199A-R13-C09	1
SA1135-A96199A-R13-C13	1
SA1135-A96199A-R13-C14	3
SA1135-A96199A-R13-C22	1
SA1135-A96199A-R13-C34	2
SA1135-A96199A-R13-C35	1
SA1135-A96199A-R13-C40	3
SA1135-A96199A-R13-C56	3
SA1135-A96199A-R13-C62	2
SA1135-A96199A-R13-C64	1
SA1135-A96199A-R14-C22	2
SA1135-A96199A-R14-C26	2
SA1135-A96199A-R14-C37	1
SA1135-A96199A-R14-C47	1
SA1135-A96199A-R14-C52	2
SA1135-A96199A-R14-C57	1
SA1135-A96199A-R14-C59	1
SA1135-A96199A-R14-C61	2
SA1135-A96199A-R14-C63	3
SA1135-A96199A-R15-C09	2
SA1135-A96199A-R15-C11	1
SA1135-A96199A-R15-C14	2
SA1135-A96199A-R15-C20	1
SA1135-A96199A-R15-C27	1
SA1135-A96199A-R15-C39	1
SA1135-A96199A-R15-C42	1
SA1135-A96199A-R15-C44	3
SA1135-A96199A-R15-C45	2
SA1135-A96199A-R15-C50	2
SA1135-A96199A-R15-C55	1
SA1135-A96199A-R15-C57	2
SA1135-A96199A-R15-C59	3
SA1135-A96199A-R15-C66	1
SA1135-A96199A-R15-C70	3
SA1135-A96199A-R16-C14	1
SA1135-A96199A-R16-C31	2
SA1135-A96199A-R16-C36	1
SA1135-A96199A-R16-C39	3
SA1135-A96199A-R16-C40	3
SA1135-A96199A-R16-C56	3
SA1135-A96199A-R16-C61	1
SA1135-A96199A-R16-C68	1
SA1135-A96199A-R17-C31	2
SA1135-A96199A-R17-C33	1
SA1135-A96199A-R17-C36	3
SA1135-A96199A-R17-C37	2
SA1135-A96199A-R17-C43	1
SA1135-A96199A-R17-C46	1
SA1135-A96199A-R17-C65	3
SA1135-A96199A-R17-C68	3
SA1135-A96199A-R18-C08	1
SA1135-A96199A-R18-C12	1
SA1135-A96199A-R18-C21	1
SA1135-A96199A-R18-C22	1
SA1135-A96199A-R18-C32	1
SA1135-A96199A-R18-C36	1
SA1135-A96199A-R18-C46	2
SA1135-A96199A-R18-C47	1
SA1135-A96199A-R18-C50	1
SA1135-A96199A-R18-C65	1
SA1135-A96199A-R18-C67	3
SA1135-A96199A-R18-C68	1
SA1135-A96199A-R19-C17	2
SA1135-A96199A-R19-C50	1
SA1135-A96199A-R19-C55	3
SA1135-A96199A-R19-C62	3
SA1135-A96199A-R19-C64	3
SA1135-A96199A-R20-C10	2
SA1135-A96199A-R20-C32	2
SA1135-A96199A-R20-C60	1
SA1135-A96199A-R21-C16	2
SA1135-A96199A-R22-C45	2
SA1135-A96199A-R22-C55	3
SA1135-A96199A-R22-C66	1
SA1135-A96199A-R23-C18	1
SA1135-A96199A-R23-C32	1
SA1135-A96199A-R23-C37	2
SA1135-A96199A-R23-C43	3
SA1135-A96199A-R23-C68	2
SA1135-A96199A-R24-C39	1
SA1135-A96199A-R24-C49	3
SA1135-A96199A-R24-C51	2
SA1135-A96199A-R24-C67	2
SA1135-A96199A-R25-C62	2
SA1135-A96199A-R26-C30	2
SA1135-A96199A-R26-C47	2
SA1135-A96199A-R28-C31	3
SA1135-A96199A-R28-C36	2
SA1135-A96199A-R28-C47	2
SA1135-A96199A-R28-C53	3
SA1135-A96199A-R29-C56	2
SA1135-A96199A-R29-C64	2
