Cell	Phase	Subpopulation
SA532X2XB00147-A96165A-R12-C64.bam	G1	2
SA532X2XB00147-A96165A-R12-C66.bam	G1	2
SA532X2XB00147-A96165A-R13-C07.bam	G1	2
SA532X2XB00147-A96165A-R13-C12.bam	G1	2
SA532X2XB00147-A96165A-R13-C18.bam	G1	2
SA532X2XB00147-A96165A-R13-C20.bam	G1	2
SA532X2XB00147-A96165A-R13-C23.bam	S	2
SA532X2XB00147-A96165A-R13-C24.bam	G1	2
SA532X2XB00147-A96165A-R13-C25.bam	S	1
SA532X2XB00147-A96165A-R13-C26.bam	G1	2
SA532X2XB00147-A96165A-R13-C28.bam	G1	1
SA532X2XB00147-A96165A-R13-C31.bam	G1	2
SA532X2XB00147-A96165A-R13-C32.bam	G1	1
SA532X2XB00147-A96165A-R13-C33.bam	G1	2
SA532X2XB00147-A96165A-R13-C37.bam	G1	2
SA532X2XB00147-A96165A-R13-C38.bam	G1	2
SA532X2XB00147-A96165A-R13-C39.bam	G1	2
SA532X2XB00147-A96165A-R13-C40.bam	G1	2
SA532X2XB00147-A96165A-R13-C42.bam	G1	2
SA532X2XB00147-A96165A-R13-C43.bam	S	2
SA532X2XB00147-A96165A-R13-C50.bam	G1	2
SA532X2XB00147-A96165A-R13-C51.bam	G1	1
SA532X2XB00147-A96165A-R13-C54.bam	S	2
SA532X2XB00147-A96165A-R13-C56.bam	G1	1
SA532X2XB00147-A96165A-R13-C57.bam	G1	2
SA532X2XB00147-A96165A-R13-C58.bam	G1	1
SA532X2XB00147-A96165A-R13-C61.bam	G1	1
SA532X2XB00147-A96165A-R13-C63.bam	G1	2
SA532X2XB00147-A96165A-R14-C07.bam	G1	2
SA532X2XB00147-A96165A-R14-C08.bam	G1	1
SA532X2XB00147-A96165A-R14-C09.bam	G1	2
SA532X2XB00147-A96165A-R14-C11.bam	G1	2
SA532X2XB00147-A96165A-R14-C18.bam	G1	1
SA532X2XB00147-A96165A-R14-C19.bam	G1	2
SA532X2XB00147-A96165A-R14-C20.bam	G1	2
SA532X2XB00147-A96165A-R14-C21.bam	G1	1
SA532X2XB00147-A96165A-R14-C22.bam	G1	2
SA532X2XB00147-A96165A-R14-C24.bam	G1	1
SA532X2XB00147-A96165A-R14-C28.bam	G1	2
SA532X2XB00147-A96165A-R14-C30.bam	G1	2
SA532X2XB00147-A96165A-R14-C31.bam	G1	1
SA532X2XB00147-A96165A-R14-C36.bam	S	1
SA532X2XB00147-A96165A-R14-C38.bam	S	1
SA532X2XB00147-A96165A-R14-C42.bam	G1	1
SA532X2XB00147-A96165A-R14-C43.bam	G1	1
SA532X2XB00147-A96165A-R14-C47.bam	G1	2
SA532X2XB00147-A96165A-R14-C48.bam	G1	2
SA532X2XB00147-A96165A-R14-C54.bam	G1	2
SA532X2XB00147-A96165A-R14-C56.bam	S	2
SA532X2XB00147-A96165A-R14-C59.bam	G1	2
SA532X2XB00147-A96165A-R14-C67.bam	S	1
SA532X2XB00147-A96165A-R14-C70.bam	G1	1
SA532X2XB00147-A96165A-R15-C11.bam	S	2
SA532X2XB00147-A96165A-R15-C21.bam	G1	2
SA532X2XB00147-A96165A-R15-C24.bam	G1	2
SA532X2XB00147-A96165A-R15-C26.bam	G1	2
SA532X2XB00147-A96165A-R15-C30.bam	G1	1
SA532X2XB00147-A96165A-R15-C40.bam	G1	2
SA532X2XB00147-A96165A-R15-C50.bam	G1	1
SA532X2XB00147-A96165A-R15-C51.bam	G1	1
SA532X2XB00147-A96165A-R15-C53.bam	G1	1
SA532X2XB00147-A96165A-R15-C54.bam	S	2
SA532X2XB00147-A96165A-R15-C58.bam	G1	2
SA532X2XB00147-A96165A-R15-C66.bam	G1	1
SA532X2XB00147-A96165A-R15-C68.bam	G1	2
SA532X2XB00147-A96165A-R16-C10.bam	G1	2
SA532X2XB00147-A96165A-R16-C11.bam	G1	2
SA532X2XB00147-A96165A-R16-C19.bam	G1	1
SA532X2XB00147-A96165A-R16-C30.bam	G1	2
SA532X2XB00147-A96165A-R16-C35.bam	G1	2
SA532X2XB00147-A96165A-R16-C36.bam	G1	2
SA532X2XB00147-A96165A-R16-C38.bam	G1	2
SA532X2XB00147-A96165A-R16-C56.bam	G1	2
SA532X2XB00147-A96165A-R16-C59.bam	G1	2
SA532X2XB00147-A96165A-R16-C64.bam	G1	1
SA532X2XB00147-A96165A-R17-C16.bam	G1	2
SA532X2XB00147-A96165A-R17-C24.bam	S	2
SA532X2XB00147-A96165A-R17-C27.bam	S	1
SA532X2XB00147-A96165A-R17-C35.bam	G1	2
SA532X2XB00147-A96165A-R17-C40.bam	G1	2
SA532X2XB00147-A96165A-R17-C46.bam	S	2
SA532X2XB00147-A96165A-R17-C48.bam	G1	2
SA532X2XB00147-A96165A-R17-C50.bam	G1	2
SA532X2XB00147-A96165A-R17-C59.bam	G1	2
SA532X2XB00147-A96165A-R17-C60.bam	G1	2
SA532X2XB00147-A96165A-R17-C66.bam	G1	2
SA532X2XB00147-A96165A-R18-C19.bam	G1	2
SA532X2XB00147-A96165A-R18-C20.bam	G1	2
SA532X2XB00147-A96165A-R18-C31.bam	G1	2
SA532X2XB00147-A96165A-R18-C36.bam	G1	2
SA532X2XB00147-A96165A-R18-C38.bam	G1	1
SA532X2XB00147-A96165A-R18-C61.bam	G1	1
SA532X2XB00147-A96165A-R18-C69.bam	G1	1
SA532X2XB00147-A96165A-R20-C09.bam	S	2
SA532X2XB00147-A96165A-R20-C11.bam	G1	2
SA532X2XB00147-A96165A-R20-C14.bam	G1	2
SA532X2XB00147-A96165A-R20-C17.bam	G1	2
SA532X2XB00147-A96165A-R20-C20.bam	S	2
SA532X2XB00147-A96165A-R20-C21.bam	G1	2
SA532X2XB00147-A96165A-R20-C22.bam	G1	2
SA532X2XB00147-A96165A-R20-C23.bam	G1	2
SA532X2XB00147-A96165A-R20-C24.bam	G1	2
SA532X2XB00147-A96165A-R20-C33.bam	G1	2
SA532X2XB00147-A96165A-R20-C43.bam	S	1
SA532X2XB00147-A96165A-R20-C61.bam	G1	2
SA532X2XB00147-A96165A-R20-C62.bam	G1	2
SA532X2XB00147-A96165A-R20-C65.bam	G1	2
SA532X2XB00147-A96165A-R21-C07.bam	G1	2
SA532X2XB00147-A96165A-R21-C13.bam	G1	2
SA532X2XB00147-A96165A-R21-C15.bam	G1	2
SA532X2XB00147-A96165A-R21-C16.bam	G1	2
SA532X2XB00147-A96165A-R21-C27.bam	G1	2
SA532X2XB00147-A96165A-R21-C45.bam	S	2
