Cell	Phase	Subpopulation
SA1090-A96213A-R24-C69.bam	S	2
SA1090-A96213A-R24-C70.bam	S	1
SA1090-A96213A-R25-C07.bam	G1	2
SA1090-A96213A-R25-C08.bam	S	2
SA1090-A96213A-R25-C09.bam	G1	2
SA1090-A96213A-R25-C10.bam	S	1
SA1090-A96213A-R25-C11.bam	S	3
SA1090-A96213A-R25-C12.bam	G1	4
SA1090-A96213A-R25-C13.bam	S	1
SA1090-A96213A-R25-C14.bam	S	3
SA1090-A96213A-R25-C15.bam	G1	4
SA1090-A96213A-R25-C16.bam	G1	3
SA1090-A96213A-R25-C17.bam	G1	1
SA1090-A96213A-R25-C18.bam	G1	1
SA1090-A96213A-R25-C19.bam	S	1
SA1090-A96213A-R25-C20.bam	S	2
SA1090-A96213A-R25-C21.bam	S	3
SA1090-A96213A-R25-C22.bam	G1	2
SA1090-A96213A-R25-C23.bam	G1	1
SA1090-A96213A-R25-C24.bam	G1	1
SA1090-A96213A-R25-C25.bam	G1	4
SA1090-A96213A-R25-C27.bam	S	2
SA1090-A96213A-R25-C28.bam	S	1
SA1090-A96213A-R25-C30.bam	S	2
SA1090-A96213A-R25-C31.bam	S	1
SA1090-A96213A-R25-C32.bam	S	1
SA1090-A96213A-R25-C33.bam	G1	4
SA1090-A96213A-R25-C34.bam	G1	2
SA1090-A96213A-R25-C35.bam	G1	1
SA1090-A96213A-R25-C37.bam	G1	2
SA1090-A96213A-R25-C39.bam	G1	3
SA1090-A96213A-R25-C40.bam	G1	2
SA1090-A96213A-R25-C41.bam	G1	4
SA1090-A96213A-R25-C42.bam	G1	3
SA1090-A96213A-R25-C43.bam	S	1
SA1090-A96213A-R25-C44.bam	G1	4
SA1090-A96213A-R25-C45.bam	S	4
SA1090-A96213A-R25-C46.bam	G1	3
SA1090-A96213A-R25-C47.bam	S	3
SA1090-A96213A-R25-C48.bam	G1	4
SA1090-A96213A-R25-C49.bam	S	1
SA1090-A96213A-R25-C51.bam	G1	3
SA1090-A96213A-R25-C52.bam	G1	1
SA1090-A96213A-R25-C54.bam	S	1
SA1090-A96213A-R25-C55.bam	S	1
SA1090-A96213A-R25-C56.bam	S	1
SA1090-A96213A-R25-C57.bam	G1	1
SA1090-A96213A-R25-C58.bam	G1	4
SA1090-A96213A-R25-C59.bam	G1	4
SA1090-A96213A-R25-C60.bam	S	1
SA1090-A96213A-R25-C61.bam	G1	1
SA1090-A96213A-R25-C62.bam	G1	1
SA1090-A96213A-R25-C63.bam	S	1
SA1090-A96213A-R25-C64.bam	S	1
SA1090-A96213A-R25-C66.bam	G1	3
SA1090-A96213A-R25-C67.bam	G1	1
SA1090-A96213A-R25-C68.bam	G1	1
SA1090-A96213A-R25-C69.bam	G1	2
SA1090-A96213A-R25-C70.bam	G1	4
SA1090-A96213A-R26-C07.bam	S	4
SA1090-A96213A-R26-C08.bam	G1	1
SA1090-A96213A-R26-C12.bam	G1	1
SA1090-A96213A-R26-C13.bam	G1	1
SA1090-A96213A-R26-C14.bam	G1	2
SA1090-A96213A-R26-C15.bam	G1	4
SA1090-A96213A-R26-C16.bam	S	1
SA1090-A96213A-R26-C18.bam	S	1
SA1090-A96213A-R26-C19.bam	G1	3
SA1090-A96213A-R26-C20.bam	G1	2
SA1090-A96213A-R26-C21.bam	S	1
SA1090-A96213A-R26-C23.bam	G1	1
SA1090-A96213A-R26-C24.bam	G1	2
SA1090-A96213A-R26-C25.bam	S	1
SA1090-A96213A-R26-C26.bam	G1	3
SA1090-A96213A-R26-C27.bam	G1	4
SA1090-A96213A-R26-C28.bam	G1	4
SA1090-A96213A-R26-C29.bam	S	2
SA1090-A96213A-R26-C31.bam	G1	4
SA1090-A96213A-R26-C32.bam	S	2
SA1090-A96213A-R26-C33.bam	G1	1
SA1090-A96213A-R26-C35.bam	S	1
SA1090-A96213A-R26-C37.bam	G1	1
SA1090-A96213A-R26-C38.bam	G1	4
SA1090-A96213A-R26-C39.bam	G1	4
SA1090-A96213A-R26-C40.bam	S	1
SA1090-A96213A-R26-C42.bam	S	1
SA1090-A96213A-R26-C43.bam	G1	1
SA1090-A96213A-R26-C44.bam	S	2
SA1090-A96213A-R26-C46.bam	G1	2
SA1090-A96213A-R26-C47.bam	G1	2
SA1090-A96213A-R26-C48.bam	G1	1
SA1090-A96213A-R26-C49.bam	G1	1
SA1090-A96213A-R26-C50.bam	G1	4
SA1090-A96213A-R26-C51.bam	S	2
SA1090-A96213A-R26-C52.bam	S	2
SA1090-A96213A-R26-C54.bam	S	1
SA1090-A96213A-R26-C55.bam	G1	3
SA1090-A96213A-R26-C56.bam	G1	2
SA1090-A96213A-R26-C60.bam	G1	3
SA1090-A96213A-R26-C61.bam	G1	1
SA1090-A96213A-R26-C62.bam	G1	3
SA1090-A96213A-R26-C63.bam	S	2
SA1090-A96213A-R26-C64.bam	G1	1
SA1090-A96213A-R26-C67.bam	G1	3
SA1090-A96213A-R26-C68.bam	G1	3
SA1090-A96213A-R26-C69.bam	G1	1
SA1090-A96213A-R26-C70.bam	G1	3
SA1090-A96213A-R27-C07.bam	G1	4
SA1090-A96213A-R27-C09.bam	G1	4
SA1090-A96213A-R27-C10.bam	G1	4
SA1090-A96213A-R27-C12.bam	S	1
SA1090-A96213A-R27-C14.bam	G1	4
SA1090-A96213A-R27-C15.bam	S	1
SA1090-A96213A-R27-C16.bam	S	2
SA1090-A96213A-R27-C17.bam	G1	3
SA1090-A96213A-R27-C18.bam	S	2
SA1090-A96213A-R27-C19.bam	G1	1
SA1090-A96213A-R27-C20.bam	S	2
SA1090-A96213A-R27-C21.bam	S	1
SA1090-A96213A-R27-C23.bam	S	2
SA1090-A96213A-R27-C25.bam	G1	4
SA1090-A96213A-R27-C26.bam	S	1
SA1090-A96213A-R27-C28.bam	G1	2
SA1090-A96213A-R27-C29.bam	S	1
SA1090-A96213A-R27-C30.bam	S	1
SA1090-A96213A-R27-C32.bam	G1	4
SA1090-A96213A-R27-C33.bam	G1	3
SA1090-A96213A-R27-C34.bam	G1	3
SA1090-A96213A-R27-C37.bam	G1	2
SA1090-A96213A-R27-C41.bam	G1	4
SA1090-A96213A-R27-C42.bam	G1	3
SA1090-A96213A-R27-C43.bam	S	1
SA1090-A96213A-R27-C44.bam	G1	4
SA1090-A96213A-R27-C45.bam	G1	4
SA1090-A96213A-R27-C47.bam	G1	2
SA1090-A96213A-R27-C48.bam	G1	4
SA1090-A96213A-R27-C49.bam	G1	1
SA1090-A96213A-R27-C50.bam	G1	2
SA1090-A96213A-R27-C54.bam	G1	1
SA1090-A96213A-R27-C55.bam	G1	3
SA1090-A96213A-R27-C57.bam	S	1
SA1090-A96213A-R27-C58.bam	G1	1
SA1090-A96213A-R27-C59.bam	G1	2
SA1090-A96213A-R27-C60.bam	S	2
SA1090-A96213A-R27-C61.bam	G1	3
SA1090-A96213A-R27-C62.bam	G1	1
SA1090-A96213A-R27-C63.bam	G1	1
SA1090-A96213A-R27-C64.bam	S	1
SA1090-A96213A-R27-C66.bam	G1	3
SA1090-A96213A-R27-C68.bam	G1	4
SA1090-A96213A-R27-C69.bam	G1	3
SA1090-A96213A-R28-C08.bam	G1	1
SA1090-A96213A-R28-C09.bam	G1	1
SA1090-A96213A-R28-C10.bam	G1	4
SA1090-A96213A-R28-C11.bam	G1	1
SA1090-A96213A-R28-C12.bam	G1	2
SA1090-A96213A-R28-C13.bam	G1	3
SA1090-A96213A-R28-C14.bam	S	3
SA1090-A96213A-R28-C15.bam	G1	3
SA1090-A96213A-R28-C16.bam	G1	1
SA1090-A96213A-R28-C18.bam	S	4
SA1090-A96213A-R28-C19.bam	S	2
SA1090-A96213A-R28-C20.bam	S	1
SA1090-A96213A-R28-C21.bam	G1	3
SA1090-A96213A-R28-C22.bam	G1	1
SA1090-A96213A-R28-C23.bam	G1	4
SA1090-A96213A-R28-C24.bam	S	1
SA1090-A96213A-R28-C25.bam	G1	1
SA1090-A96213A-R28-C26.bam	G1	1
SA1090-A96213A-R28-C28.bam	G1	4
SA1090-A96213A-R28-C29.bam	G1	3
SA1090-A96213A-R28-C30.bam	S	1
SA1090-A96213A-R28-C32.bam	G1	1
SA1090-A96213A-R28-C33.bam	G1	1
SA1090-A96213A-R28-C37.bam	S	1
SA1090-A96213A-R28-C38.bam	G1	1
SA1090-A96213A-R28-C39.bam	G1	4
SA1090-A96213A-R28-C40.bam	G1	3
SA1090-A96213A-R28-C42.bam	G1	1
SA1090-A96213A-R28-C43.bam	G1	1
SA1090-A96213A-R28-C44.bam	S	4
SA1090-A96213A-R28-C46.bam	S	2
SA1090-A96213A-R28-C47.bam	S	1
SA1090-A96213A-R28-C48.bam	G1	3
SA1090-A96213A-R28-C49.bam	G1	1
SA1090-A96213A-R28-C50.bam	G1	1
SA1090-A96213A-R28-C51.bam	S	1
SA1090-A96213A-R28-C52.bam	G1	3
SA1090-A96213A-R28-C54.bam	S	1
SA1090-A96213A-R28-C55.bam	S	1
SA1090-A96213A-R28-C56.bam	S	2
SA1090-A96213A-R28-C57.bam	S	1
SA1090-A96213A-R28-C58.bam	G1	4
SA1090-A96213A-R28-C59.bam	S	4
SA1090-A96213A-R28-C60.bam	G1	4
SA1090-A96213A-R28-C61.bam	G1	2
SA1090-A96213A-R28-C62.bam	G1	4
SA1090-A96213A-R28-C63.bam	G1	1
SA1090-A96213A-R28-C64.bam	G1	3
SA1090-A96213A-R28-C65.bam	G1	1
SA1090-A96213A-R28-C66.bam	S	1
SA1090-A96213A-R28-C67.bam	S	3
SA1090-A96213A-R28-C68.bam	G1	1
SA1090-A96213A-R28-C69.bam	G1	1
SA1090-A96213A-R28-C70.bam	G1	4
SA1090-A96213A-R29-C07.bam	G1	2
SA1090-A96213A-R29-C08.bam	G1	3
SA1090-A96213A-R29-C09.bam	S	3
SA1090-A96213A-R29-C10.bam	S	1
SA1090-A96213A-R29-C11.bam	G1	4
SA1090-A96213A-R29-C12.bam	S	1
SA1090-A96213A-R29-C13.bam	G1	4
SA1090-A96213A-R29-C15.bam	S	1
SA1090-A96213A-R29-C16.bam	G1	2
SA1090-A96213A-R29-C17.bam	S	2
SA1090-A96213A-R29-C18.bam	G1	1
SA1090-A96213A-R29-C19.bam	S	2
SA1090-A96213A-R29-C32.bam	G1	2
SA1090-A96213A-R29-C33.bam	G1	4
SA1090-A96213A-R29-C34.bam	S	2
SA1090-A96213A-R29-C35.bam	G1	4
SA1090-A96213A-R29-C36.bam	G1	1
SA1090-A96213A-R29-C38.bam	G1	3
SA1090-A96213A-R29-C39.bam	S	1
SA1090-A96213A-R29-C40.bam	G1	1
SA1090-A96213A-R29-C41.bam	S	3
SA1090-A96213A-R29-C42.bam	G1	1
SA1090-A96213A-R29-C43.bam	S	2
SA1090-A96213A-R29-C44.bam	S	1
SA1090-A96213A-R29-C46.bam	G1	1
SA1090-A96213A-R29-C47.bam	G1	3
SA1090-A96213A-R29-C48.bam	G1	3
SA1090-A96213A-R29-C49.bam	S	1
SA1090-A96213A-R29-C50.bam	S	1
SA1090-A96213A-R29-C51.bam	S	2
SA1090-A96213A-R29-C52.bam	S	1
SA1090-A96213A-R29-C54.bam	S	1
SA1090-A96213A-R29-C55.bam	S	4
SA1090-A96213A-R29-C56.bam	S	2
SA1090-A96213A-R29-C57.bam	G1	4
SA1090-A96213A-R29-C58.bam	S	4
SA1090-A96213A-R29-C59.bam	G1	1
SA1090-A96213A-R29-C60.bam	G1	3
SA1090-A96213A-R29-C61.bam	G1	4
SA1090-A96213A-R29-C62.bam	G1	4
SA1090-A96213A-R29-C63.bam	S	2
SA1090-A96213A-R29-C64.bam	S	1
SA1090-A96213A-R29-C66.bam	S	4
SA1090-A96213A-R29-C67.bam	S	2
SA1090-A96213A-R29-C68.bam	G1	4
SA1090-A96213A-R29-C69.bam	G1	1
SA1090-A96213A-R29-C70.bam	G1	3
SA1090-A96213A-R30-C07.bam	G1	1
SA1090-A96213A-R30-C09.bam	G1	4
SA1090-A96213A-R30-C10.bam	G1	1
SA1090-A96213A-R30-C11.bam	G1	1
SA1090-A96213A-R30-C12.bam	S	4
SA1090-A96213A-R30-C13.bam	S	1
SA1090-A96213A-R30-C14.bam	G1	1
SA1090-A96213A-R30-C15.bam	G1	3
SA1090-A96213A-R30-C16.bam	S	2
SA1090-A96213A-R30-C17.bam	G1	1
SA1090-A96213A-R30-C18.bam	G1	3
SA1090-A96213A-R30-C31.bam	G1	4
SA1090-A96213A-R30-C32.bam	G1	4
SA1090-A96213A-R30-C33.bam	S	1
SA1090-A96213A-R30-C34.bam	G1	4
SA1090-A96213A-R30-C35.bam	S	2
SA1090-A96213A-R30-C37.bam	S	2
SA1090-A96213A-R30-C38.bam	G1	4
SA1090-A96213A-R30-C39.bam	S	3
SA1090-A96213A-R30-C40.bam	S	2
SA1090-A96213A-R30-C41.bam	G1	1
SA1090-A96213A-R30-C42.bam	G1	3
SA1090-A96213A-R30-C43.bam	S	2
SA1090-A96213A-R30-C44.bam	G1	1
SA1090-A96213A-R30-C47.bam	S	1
SA1090-A96213A-R30-C48.bam	S	1
SA1090-A96213A-R30-C49.bam	S	4
SA1090-A96213A-R30-C50.bam	G1	3
SA1090-A96213A-R30-C51.bam	G1	3
SA1090-A96213A-R30-C52.bam	S	4
SA1090-A96213A-R30-C54.bam	G1	4
SA1090-A96213A-R30-C55.bam	S	1
SA1090-A96213A-R30-C56.bam	G1	1
SA1090-A96213A-R30-C57.bam	G1	3
SA1090-A96213A-R30-C58.bam	G1	1
SA1090-A96213A-R30-C59.bam	S	2
SA1090-A96213A-R30-C60.bam	S	1
SA1090-A96213A-R30-C61.bam	G1	3
SA1090-A96213A-R30-C62.bam	G1	3
SA1090-A96213A-R30-C63.bam	G1	4
SA1090-A96213A-R30-C65.bam	G1	4
SA1090-A96213A-R30-C66.bam	G1	3
SA1090-A96213A-R30-C67.bam	S	2
SA1090-A96213A-R30-C70.bam	G1	4
SA1090-A96213A-R31-C07.bam	G1	2
SA1090-A96213A-R31-C08.bam	S	1
SA1090-A96213A-R31-C09.bam	S	1
SA1090-A96213A-R31-C10.bam	G1	1
SA1090-A96213A-R31-C11.bam	S	1
SA1090-A96213A-R31-C12.bam	G1	4
SA1090-A96213A-R31-C13.bam	G1	1
SA1090-A96213A-R31-C14.bam	S	1
SA1090-A96213A-R31-C15.bam	S	2
SA1090-A96213A-R31-C16.bam	G1	1
SA1090-A96213A-R31-C17.bam	G1	4
SA1090-A96213A-R31-C33.bam	G1	2
SA1090-A96213A-R31-C34.bam	S	1
SA1090-A96213A-R31-C35.bam	G1	3
SA1090-A96213A-R31-C37.bam	G1	1
SA1090-A96213A-R31-C38.bam	G1	4
SA1090-A96213A-R31-C39.bam	G1	1
SA1090-A96213A-R31-C40.bam	G1	3
SA1090-A96213A-R31-C41.bam	G1	1
SA1090-A96213A-R31-C42.bam	G1	1
SA1090-A96213A-R31-C43.bam	G1	1
SA1090-A96213A-R31-C44.bam	G1	4
SA1090-A96213A-R31-C47.bam	G1	2
SA1090-A96213A-R31-C48.bam	G1	3
SA1090-A96213A-R31-C49.bam	S	1
SA1090-A96213A-R31-C50.bam	S	2
SA1090-A96213A-R31-C51.bam	S	1
SA1090-A96213A-R31-C52.bam	G1	1
SA1090-A96213A-R31-C54.bam	G1	3
SA1090-A96213A-R31-C55.bam	G1	3
SA1090-A96213A-R31-C56.bam	G1	1
SA1090-A96213A-R31-C58.bam	G1	3
SA1090-A96213A-R31-C59.bam	G1	3
SA1090-A96213A-R31-C60.bam	G1	1
SA1090-A96213A-R31-C61.bam	G1	2
SA1090-A96213A-R31-C62.bam	S	1
SA1090-A96213A-R31-C63.bam	G1	3
SA1090-A96213A-R31-C65.bam	G1	2
SA1090-A96213A-R31-C66.bam	G1	2
SA1090-A96213A-R31-C67.bam	G1	2
SA1090-A96213A-R31-C68.bam	G1	3
SA1090-A96213A-R31-C69.bam	S	1
SA1090-A96213A-R31-C70.bam	S	1
SA1090-A96213A-R32-C07.bam	G1	4
SA1090-A96213A-R32-C08.bam	G1	3
SA1090-A96213A-R32-C10.bam	G1	1
SA1090-A96213A-R32-C11.bam	G1	3
SA1090-A96213A-R32-C12.bam	G1	3
SA1090-A96213A-R32-C13.bam	G1	1
SA1090-A96213A-R32-C14.bam	G1	1
SA1090-A96213A-R32-C15.bam	G1	1
SA1090-A96213A-R32-C16.bam	S	2
SA1090-A96213A-R32-C35.bam	G1	4
SA1090-A96213A-R32-C36.bam	S	2
SA1090-A96213A-R32-C37.bam	S	1
SA1090-A96213A-R32-C38.bam	G1	4
SA1090-A96213A-R32-C39.bam	S	2
SA1090-A96213A-R32-C40.bam	S	1
SA1090-A96213A-R32-C41.bam	G1	3
SA1090-A96213A-R32-C42.bam	G1	3
SA1090-A96213A-R32-C43.bam	S	2
SA1090-A96213A-R32-C44.bam	G1	4
SA1090-A96213A-R32-C45.bam	S	1
SA1090-A96213A-R32-C46.bam	S	2
SA1090-A96213A-R32-C47.bam	G1	1
SA1090-A96213A-R32-C48.bam	S	2
SA1090-A96213A-R32-C49.bam	G1	1
SA1090-A96213A-R32-C50.bam	S	3
SA1090-A96213A-R32-C51.bam	G1	4
SA1090-A96213A-R32-C52.bam	S	1
SA1090-A96213A-R32-C54.bam	G1	4
SA1090-A96213A-R32-C55.bam	G1	4
SA1090-A96213A-R32-C56.bam	S	4
SA1090-A96213A-R32-C57.bam	S	1
SA1090-A96213A-R32-C58.bam	G1	4
SA1090-A96213A-R32-C59.bam	S	2
SA1090-A96213A-R32-C60.bam	S	4
SA1090-A96213A-R32-C62.bam	G1	2
SA1090-A96213A-R32-C63.bam	G1	1
SA1090-A96213A-R32-C64.bam	S	1
SA1090-A96213A-R32-C65.bam	G1	2
SA1090-A96213A-R32-C66.bam	G1	3
SA1090-A96213A-R32-C68.bam	G1	1
SA1090-A96213A-R32-C69.bam	G1	1
SA1090-A96213A-R32-C70.bam	G1	3
SA1090-A96213A-R33-C07.bam	S	4
SA1090-A96213A-R33-C08.bam	S	1
SA1090-A96213A-R33-C09.bam	G1	3
SA1090-A96213A-R33-C10.bam	G1	1
SA1090-A96213A-R33-C11.bam	G1	4
SA1090-A96213A-R33-C12.bam	G1	2
SA1090-A96213A-R33-C13.bam	G1	3
SA1090-A96213A-R33-C15.bam	G1	4
SA1090-A96213A-R33-C16.bam	G1	4
SA1090-A96213A-R33-C17.bam	G1	3
SA1090-A96213A-R33-C18.bam	G1	4
SA1090-A96213A-R33-C19.bam	G1	4
SA1090-A96213A-R33-C20.bam	G1	1
SA1090-A96213A-R33-C21.bam	S	2
SA1090-A96213A-R33-C22.bam	G1	4
SA1090-A96213A-R33-C23.bam	G1	3
SA1090-A96213A-R33-C24.bam	S	1
SA1090-A96213A-R33-C25.bam	S	2
SA1090-A96213A-R33-C26.bam	S	3
SA1090-A96213A-R33-C27.bam	S	1
SA1090-A96213A-R33-C28.bam	G1	1
SA1090-A96213A-R33-C29.bam	S	1
SA1090-A96213A-R33-C30.bam	S	2
SA1090-A96213A-R33-C31.bam	G1	4
SA1090-A96213A-R33-C32.bam	G1	1
SA1090-A96213A-R33-C33.bam	S	1
SA1090-A96213A-R33-C34.bam	S	1
SA1090-A96213A-R33-C35.bam	G1	3
SA1090-A96213A-R33-C37.bam	G1	1
SA1090-A96213A-R33-C38.bam	G1	4
SA1090-A96213A-R33-C40.bam	G1	3
SA1090-A96213A-R33-C41.bam	G1	4
SA1090-A96213A-R33-C42.bam	G1	1
SA1090-A96213A-R33-C43.bam	S	1
SA1090-A96213A-R33-C44.bam	S	1
SA1090-A96213A-R33-C46.bam	G1	1
SA1090-A96213A-R33-C48.bam	G1	3
SA1090-A96213A-R33-C50.bam	S	2
SA1090-A96213A-R33-C52.bam	G1	3
SA1090-A96213A-R33-C54.bam	S	2
SA1090-A96213A-R33-C55.bam	G1	1
SA1090-A96213A-R33-C57.bam	G1	1
SA1090-A96213A-R33-C58.bam	G1	1
SA1090-A96213A-R33-C59.bam	S	1
SA1090-A96213A-R33-C60.bam	S	1
SA1090-A96213A-R33-C61.bam	S	1
SA1090-A96213A-R33-C62.bam	G1	4
SA1090-A96213A-R33-C65.bam	G1	4
SA1090-A96213A-R33-C66.bam	S	1
SA1090-A96213A-R33-C67.bam	G1	2
SA1090-A96213A-R33-C68.bam	G1	2
SA1090-A96213A-R33-C70.bam	G1	1
SA1090-A96213A-R34-C07.bam	S	2
SA1090-A96213A-R34-C08.bam	G1	3
SA1090-A96213A-R34-C09.bam	S	2
SA1090-A96213A-R34-C11.bam	S	1
SA1090-A96213A-R34-C12.bam	G1	1
SA1090-A96213A-R34-C13.bam	G1	1
SA1090-A96213A-R34-C14.bam	G1	4
SA1090-A96213A-R34-C15.bam	G1	1
SA1090-A96213A-R34-C16.bam	G1	1
SA1090-A96213A-R34-C17.bam	G1	4
SA1090-A96213A-R34-C18.bam	G1	3
SA1090-A96213A-R34-C19.bam	G1	1
SA1090-A96213A-R34-C20.bam	G1	2
SA1090-A96213A-R34-C21.bam	S	1
SA1090-A96213A-R34-C22.bam	G1	2
SA1090-A96213A-R34-C24.bam	S	2
SA1090-A96213A-R34-C25.bam	G1	3
SA1090-A96213A-R34-C27.bam	S	3
SA1090-A96213A-R34-C28.bam	G1	2
SA1090-A96213A-R34-C29.bam	G1	1
SA1090-A96213A-R34-C30.bam	G1	4
SA1090-A96213A-R34-C31.bam	G1	4
SA1090-A96213A-R34-C32.bam	S	2
SA1090-A96213A-R34-C33.bam	S	2
SA1090-A96213A-R34-C35.bam	G1	1
SA1090-A96213A-R34-C37.bam	G1	2
SA1090-A96213A-R34-C38.bam	G1	3
SA1090-A96213A-R34-C39.bam	G1	4
SA1090-A96213A-R34-C40.bam	G1	4
SA1090-A96213A-R34-C41.bam	G1	4
SA1090-A96213A-R34-C42.bam	G1	4
SA1090-A96213A-R34-C43.bam	G1	4
