Cell	Phase	Subpopulation
SA039-A73044B-R58-C63.bam	S	3
SA039-A73044B-R59-C17.bam	G1	1
SA039-A73044B-R59-C21.bam	S	3
SA039-A73044B-R59-C22.bam	S	3
SA039-A73044B-R59-C23.bam	G1	1
SA039-A73044B-R59-C24.bam	G1	1
SA039-A73044B-R59-C27.bam	G1	1
SA039-A73044B-R59-C28.bam	G1	1
SA039-A73044B-R59-C29.bam	G1	1
SA039-A73044B-R59-C31.bam	G1	1
SA039-A73044B-R59-C35.bam	S	3
SA039-A73044B-R59-C41.bam	G1	1
SA039-A73044B-R59-C43.bam	G1	1
SA039-A73044B-R59-C44.bam	S	3
SA039-A73044B-R59-C48.bam	S	1
SA039-A73044B-R59-C54.bam	G1	1
SA039-A73044B-R59-C55.bam	S	3
SA039-A73044B-R59-C57.bam	G1	1
SA039-A73044B-R59-C60.bam	G1	1
SA039-A73044B-R59-C63.bam	S	1
SA039-A73044B-R59-C64.bam	G1	1
SA039-A73044B-R59-C70.bam	S	3
SA039-A73044B-R60-C09.bam	G1	1
SA039-A73044B-R60-C13.bam	G1	1
SA039-A73044B-R60-C15.bam	S	3
SA039-A73044B-R60-C18.bam	S	3
SA039-A73044B-R60-C21.bam	S	3
SA039-A73044B-R60-C23.bam	S	1
SA039-A73044B-R60-C28.bam	G1	1
SA039-A73044B-R60-C29.bam	G1	1
SA039-A73044B-R60-C31.bam	S	1
SA039-A73044B-R60-C32.bam	G1	1
SA039-A73044B-R60-C40.bam	S	3
SA039-A73044B-R60-C42.bam	S	3
SA039-A73044B-R60-C43.bam	G1	1
SA039-A73044B-R60-C47.bam	G1	1
SA039-A73044B-R60-C54.bam	S	1
SA039-A73044B-R60-C56.bam	S	3
SA039-A73044B-R60-C57.bam	S	1
SA039-A73044B-R60-C60.bam	G1	1
SA039-A73044B-R60-C66.bam	G1	1
SA039-A73044B-R61-C17.bam	G1	1
SA039-A73044B-R61-C20.bam	G1	1
SA039-A73044B-R61-C22.bam	G1	1
SA039-A73044B-R61-C26.bam	G1	1
SA039-A73044B-R61-C47.bam	S	3
SA039-A73044B-R61-C48.bam	S	3
SA039-A73044B-R61-C57.bam	G1	1
SA039-A73044B-R62-C08.bam	S	3
SA039-A73044B-R62-C09.bam	S	3
SA039-A73044B-R62-C12.bam	G1	1
SA039-A73044B-R62-C16.bam	G1	1
SA039-A73044B-R62-C17.bam	G1	1
SA039-A73044B-R62-C18.bam	G1	1
SA039-A73044B-R62-C21.bam	S	1
SA039-A73044B-R62-C31.bam	S	3
SA039-A73044B-R62-C35.bam	G1	1
SA039-A73044B-R62-C43.bam	G1	1
SA039-A73044B-R62-C46.bam	G1	1
SA039-A73044B-R62-C50.bam	G1	1
SA039-A73044B-R62-C67.bam	G1	1
SA039-A73044B-R63-C22.bam	S	3
SA039-A73044B-R63-C25.bam	S	3
SA039-A73044B-R63-C26.bam	G1	1
SA039-A73044B-R63-C28.bam	S	3
SA039-A73044B-R63-C31.bam	S	3
SA039-A73044B-R63-C32.bam	G1	1
SA039-A73044B-R63-C40.bam	S	3
SA039-A73044B-R63-C43.bam	S	3
SA039-A73044B-R63-C48.bam	S	3
SA039-A73044B-R63-C58.bam	S	1
SA039-A73044B-R64-C09.bam	S	3
SA039-A73044B-R64-C14.bam	S	3
SA039-A73044B-R64-C15.bam	S	1
SA039-A73044B-R64-C19.bam	G1	1
SA039-A73044B-R64-C24.bam	S	3
SA039-A73044B-R64-C25.bam	G1	1
SA039-A73044B-R64-C31.bam	G1	1
SA039-A73044B-R64-C32.bam	S	3
SA039-A73044B-R64-C35.bam	G1	1
SA039-A73044B-R64-C43.bam	G1	1
SA039-A73044B-R64-C50.bam	G1	1
SA039-A73044B-R64-C51.bam	S	3
SA039-A73044B-R64-C57.bam	G1	1
SA039-A73044B-R64-C61.bam	S	3
SA039-A73044B-R64-C63.bam	S	3
SA039-A73044B-R64-C64.bam	S	3
SA039-A73044B-R65-C15.bam	S	3
SA039-A73044B-R65-C17.bam	S	1
SA039-A73044B-R65-C19.bam	S	3
SA039-A73044B-R65-C21.bam	S	3
SA039-A73044B-R65-C22.bam	G1	1
SA039-A73044B-R65-C23.bam	S	3
SA039-A73044B-R65-C24.bam	G1	1
SA039-A73044B-R65-C26.bam	S	1
SA039-A73044B-R65-C28.bam	G1	1
SA039-A73044B-R65-C29.bam	G1	1
SA039-A73044B-R65-C30.bam	S	1
SA039-A73044B-R65-C32.bam	G1	1
SA039-A73044B-R65-C41.bam	G1	1
SA039-A73044B-R65-C49.bam	G1	1
SA039-A73044B-R65-C54.bam	S	3
SA039-A73044B-R67-C16.bam	S	3
SA039-A73044B-R67-C26.bam	G1	1
SA039-A73044B-R67-C30.bam	S	3
SA039-A73044B-R68-C14.bam	G1	1
SA039-A73044B-R68-C15.bam	S	3
SA039-A73044B-R68-C17.bam	G1	1
SA039-A73044B-R68-C25.bam	G1	1
SA039-A73044B-R68-C26.bam	G1	1
SA039-A73044B-R68-C28.bam	G1	1
SA039-A73044B-R68-C31.bam	S	3
SA039-A73044B-R68-C35.bam	G1	1
SA039-A73044B-R69-C07.bam	G1	1
SA039-A73044B-R69-C14.bam	S	3
SA039-A73044B-R69-C25.bam	G1	1
SA039-A73044B-R69-C29.bam	S	3
SA039-A73044B-R69-C37.bam	S	3
SA039-A73044B-R69-C50.bam	G1	3
SA039-A73044B-R70-C14.bam	G1	1
SA039-A73044B-R70-C15.bam	S	3
SA039-A73044B-R70-C16.bam	S	3
SA039-A73044B-R70-C18.bam	G1	1
SA039-A73044B-R70-C23.bam	G1	1
SA039-A73044B-R70-C28.bam	G1	1
SA039-A73044B-R70-C31.bam	S	1
SA039-A73047D-R39-C08.bam	S	3
SA039-A73047D-R39-C09.bam	S	3
SA039-A73047D-R39-C10.bam	G1	2
SA039-A73047D-R39-C11.bam	G1	2
SA039-A73047D-R39-C12.bam	G1	2
SA039-A73047D-R39-C15.bam	G1	2
SA039-A73047D-R39-C16.bam	G1	1
SA039-A73047D-R39-C18.bam	G1	3
SA039-A73047D-R39-C19.bam	S	1
SA039-A73047D-R39-C24.bam	S	3
SA039-A73047D-R39-C26.bam	G1	3
SA039-A73047D-R39-C27.bam	G1	2
SA039-A73047D-R39-C30.bam	S	1
SA039-A73047D-R39-C31.bam	S	1
SA039-A73047D-R39-C32.bam	G1	2
SA039-A73047D-R39-C34.bam	G1	1
SA039-A73047D-R39-C35.bam	S	1
SA039-A73047D-R39-C36.bam	S	1
SA039-A73047D-R39-C38.bam	G1	1
SA039-A73047D-R39-C39.bam	S	3
SA039-A73047D-R39-C41.bam	G1	3
SA039-A73047D-R39-C43.bam	G1	2
SA039-A73047D-R39-C44.bam	G1	3
SA039-A73047D-R39-C47.bam	G1	2
SA039-A73047D-R39-C48.bam	S	2
SA039-A73047D-R39-C49.bam	G1	1
SA039-A73047D-R39-C50.bam	S	3
SA039-A73047D-R39-C51.bam	S	3
SA039-A73047D-R39-C52.bam	G1	3
SA039-A73047D-R39-C54.bam	G1	2
SA039-A73047D-R39-C55.bam	S	1
SA039-A73047D-R39-C56.bam	G1	3
SA039-A73047D-R39-C57.bam	S	2
SA039-A73047D-R39-C58.bam	S	2
SA039-A73047D-R39-C59.bam	G1	2
SA039-A73047D-R39-C62.bam	G1	2
SA039-A73047D-R39-C63.bam	G1	2
SA039-A73047D-R39-C64.bam	G1	2
SA039-A73047D-R39-C65.bam	G1	2
SA039-A73047D-R39-C66.bam	G1	3
SA039-A73047D-R39-C67.bam	G1	2
SA039-A73047D-R39-C68.bam	G1	2
SA039-A73047D-R40-C07.bam	G1	2
SA039-A73047D-R40-C08.bam	S	2
SA039-A73047D-R40-C11.bam	G1	1
SA039-A73047D-R40-C12.bam	G1	2
SA039-A73047D-R40-C16.bam	S	3
SA039-A73047D-R40-C17.bam	G1	3
SA039-A73047D-R40-C20.bam	S	3
SA039-A73047D-R40-C25.bam	G1	2
SA039-A73047D-R40-C27.bam	G1	1
SA039-A73047D-R40-C28.bam	G1	3
SA039-A73047D-R40-C30.bam	S	1
SA039-A73047D-R40-C31.bam	G1	2
SA039-A73047D-R40-C32.bam	G1	2
SA039-A73047D-R40-C35.bam	S	3
SA039-A73047D-R40-C36.bam	G1	2
SA039-A73047D-R40-C37.bam	S	3
SA039-A73047D-R40-C39.bam	S	1
SA039-A73047D-R40-C42.bam	G1	3
SA039-A73047D-R40-C43.bam	G1	2
SA039-A73047D-R40-C44.bam	G1	2
SA039-A73047D-R40-C45.bam	G1	2
SA039-A73047D-R40-C46.bam	S	1
SA039-A73047D-R40-C48.bam	S	2
SA039-A73047D-R40-C52.bam	G1	3
SA039-A73047D-R40-C53.bam	G1	2
SA039-A73047D-R40-C54.bam	G1	3
SA039-A73047D-R40-C56.bam	S	2
SA039-A73047D-R40-C58.bam	G1	1
SA039-A73047D-R40-C59.bam	G1	1
SA039-A73047D-R40-C60.bam	G1	1
SA039-A73047D-R40-C61.bam	S	3
SA039-A73047D-R40-C62.bam	G1	2
SA039-A73047D-R40-C65.bam	G1	2
SA039-A73047D-R40-C66.bam	G1	2
SA039-A73047D-R40-C67.bam	G1	3
SA039-A73047D-R41-C07.bam	S	2
SA039-A73047D-R41-C08.bam	G1	1
SA039-A73047D-R41-C09.bam	S	3
SA039-A73047D-R41-C10.bam	G1	3
SA039-A73047D-R41-C11.bam	G1	2
SA039-A73047D-R41-C12.bam	S	3
SA039-A73047D-R41-C13.bam	G1	2
SA039-A73047D-R41-C15.bam	S	2
SA039-A73047D-R41-C20.bam	S	2
SA039-A73047D-R41-C22.bam	G1	3
SA039-A73047D-R41-C26.bam	G1	2
SA039-A73047D-R41-C35.bam	S	3
SA039-A73047D-R41-C38.bam	G1	2
SA039-A73047D-R41-C41.bam	S	1
SA039-A73047D-R41-C43.bam	G1	2
SA039-A73047D-R41-C44.bam	S	3
SA039-A73047D-R41-C45.bam	G1	3
SA039-A73047D-R41-C46.bam	S	3
SA039-A73047D-R41-C47.bam	G1	2
SA039-A73047D-R41-C48.bam	G1	3
SA039-A73047D-R41-C49.bam	S	2
SA039-A73047D-R41-C50.bam	G1	1
SA039-A73047D-R41-C55.bam	G1	3
SA039-A73047D-R41-C57.bam	S	3
SA039-A73047D-R41-C60.bam	S	3
SA039-A73047D-R41-C63.bam	G1	3
SA039-A73047D-R41-C64.bam	G1	1
SA039-A73047D-R41-C67.bam	G1	3
SA039-A73047D-R42-C04.bam	G1	1
SA039-A73047D-R42-C14.bam	S	3
SA039-A73047D-R42-C21.bam	G1	2
SA039-A73047D-R42-C25.bam	G1	2
SA039-A73047D-R42-C27.bam	G1	1
SA039-A73047D-R42-C29.bam	G1	3
SA039-A73047D-R42-C30.bam	G1	2
SA039-A73047D-R42-C32.bam	S	3
SA039-A73047D-R42-C33.bam	S	2
SA039-A73047D-R42-C35.bam	G1	2
SA039-A73047D-R42-C36.bam	G1	2
SA039-A73047D-R42-C37.bam	G1	1
SA039-A73047D-R42-C41.bam	S	2
SA039-A73047D-R42-C42.bam	G1	3
SA039-A73047D-R42-C43.bam	S	1
SA039-A73047D-R42-C44.bam	G1	3
SA039-A73047D-R42-C46.bam	S	3
SA039-A73047D-R42-C51.bam	S	3
SA039-A73047D-R42-C54.bam	S	1
SA039-A73047D-R42-C55.bam	G1	2
SA039-A73047D-R42-C56.bam	G1	3
SA039-A73047D-R42-C57.bam	G1	2
SA039-A73047D-R42-C59.bam	G1	1
SA039-A73047D-R42-C60.bam	G1	2
SA039-A73047D-R42-C61.bam	S	3
SA039-A73047D-R42-C62.bam	G1	2
SA039-A73047D-R42-C63.bam	G1	3
SA039-A73047D-R42-C64.bam	G1	3
SA039-A73047D-R42-C65.bam	S	3
SA039-A73047D-R42-C66.bam	G1	2
SA039-A73047D-R43-C07.bam	G1	3
SA039-A73047D-R43-C09.bam	G1	2
SA039-A73047D-R43-C10.bam	S	2
SA039-A73047D-R43-C11.bam	G1	2
SA039-A73047D-R43-C12.bam	G1	2
SA039-A73047D-R43-C13.bam	G1	3
SA039-A73047D-R43-C14.bam	S	1
SA039-A73047D-R43-C17.bam	S	2
SA039-A73047D-R43-C18.bam	G1	2
SA039-A73047D-R43-C19.bam	S	3
SA039-A73047D-R43-C20.bam	G1	2
SA039-A73047D-R43-C21.bam	G1	2
SA039-A73047D-R43-C24.bam	G1	3
SA039-A73047D-R43-C26.bam	S	3
SA039-A73047D-R43-C27.bam	G1	2
SA039-A73047D-R43-C28.bam	G1	3
SA039-A73047D-R43-C29.bam	S	3
SA039-A73047D-R43-C31.bam	G1	2
SA039-A73047D-R43-C34.bam	G1	3
SA039-A73047D-R43-C35.bam	G1	1
SA039-A73047D-R43-C36.bam	G1	2
SA039-A73047D-R43-C42.bam	S	3
SA039-A73047D-R43-C44.bam	S	1
SA039-A73047D-R43-C45.bam	G1	2
SA039-A73047D-R43-C46.bam	G1	2
SA039-A73047D-R43-C47.bam	G1	3
SA039-A73047D-R43-C48.bam	G1	3
SA039-A73047D-R43-C49.bam	S	2
SA039-A73047D-R43-C50.bam	S	3
SA039-A73047D-R43-C51.bam	G1	2
SA039-A73047D-R43-C52.bam	S	3
SA039-A73047D-R43-C54.bam	S	3
SA039-A73047D-R43-C56.bam	S	1
SA039-A73047D-R43-C57.bam	S	1
SA039-A73047D-R43-C58.bam	G1	1
SA039-A73047D-R43-C60.bam	G1	1
SA039-A73047D-R43-C65.bam	G1	3
SA039-A73047D-R43-C67.bam	S	3
SA039-A73047D-R43-C68.bam	G1	2
SA039-A73047D-R43-C69.bam	G1	2
SA039-A73047D-R44-C04.bam	G1	1
SA039-A73047D-R44-C06.bam	S	3
SA039-A73047D-R44-C08.bam	G1	1
SA039-A73047D-R44-C11.bam	G1	2
SA039-A73047D-R44-C12.bam	S	3
SA039-A73047D-R44-C13.bam	S	3
SA039-A73047D-R44-C14.bam	G1	3
SA039-A73047D-R44-C15.bam	S	3
SA039-A73047D-R44-C16.bam	G1	2
SA039-A73047D-R44-C17.bam	G1	3
SA039-A73047D-R44-C20.bam	S	1
SA039-A73047D-R44-C24.bam	G1	2
SA039-A73047D-R44-C25.bam	S	3
SA039-A73047D-R44-C28.bam	S	3
SA039-A73047D-R44-C29.bam	G1	3
SA039-A73047D-R44-C31.bam	G1	1
SA039-A73047D-R44-C32.bam	G1	2
SA039-A73047D-R44-C33.bam	G1	1
SA039-A73047D-R44-C34.bam	G1	1
SA039-A73047D-R44-C35.bam	S	3
SA039-A73047D-R44-C36.bam	G1	2
SA039-A73047D-R44-C38.bam	S	3
SA039-A73047D-R44-C41.bam	S	3
SA039-A73047D-R44-C43.bam	S	2
SA039-A73047D-R44-C44.bam	S	3
SA039-A73047D-R44-C47.bam	G1	1
SA039-A73047D-R44-C48.bam	G1	2
SA039-A73047D-R44-C49.bam	G1	2
SA039-A73047D-R44-C50.bam	G1	2
SA039-A73047D-R44-C51.bam	G1	2
SA039-A73047D-R44-C56.bam	G1	3
SA039-A73047D-R44-C57.bam	S	3
SA039-A73047D-R44-C58.bam	G1	2
SA039-A73047D-R44-C59.bam	S	3
SA039-A73047D-R44-C60.bam	G1	3
SA039-A73047D-R44-C63.bam	G1	3
SA039-A73047D-R44-C64.bam	G1	3
SA039-A73047D-R44-C65.bam	G1	3
SA039-A73047D-R44-C66.bam	G1	2
SA039-A73047D-R44-C67.bam	G1	3
SA039-A73047D-R44-C68.bam	G1	2
SA039-A73047D-R44-C70.bam	G1	2
SA039-A73047D-R45-C07.bam	G1	3
SA039-A73047D-R45-C08.bam	G1	3
SA039-A73047D-R45-C09.bam	G1	3
SA039-A73047D-R45-C10.bam	G1	3
SA039-A73047D-R45-C12.bam	G1	3
SA039-A73047D-R45-C14.bam	G1	3
SA039-A73047D-R45-C15.bam	S	1
SA039-A73047D-R45-C16.bam	G1	2
SA039-A73047D-R45-C17.bam	G1	2
SA039-A73047D-R45-C18.bam	G1	3
SA039-A73047D-R45-C19.bam	G1	2
SA039-A73047D-R45-C20.bam	S	1
SA039-A73047D-R45-C21.bam	S	2
SA039-A73047D-R45-C22.bam	G1	2
SA039-A73047D-R45-C23.bam	G1	3
SA039-A73047D-R45-C24.bam	G1	3
SA039-A73047D-R45-C25.bam	G1	1
SA039-A73047D-R45-C26.bam	G1	2
SA039-A73047D-R45-C27.bam	G1	2
SA039-A73047D-R45-C28.bam	G1	1
SA039-A73047D-R45-C29.bam	S	3
SA039-A73047D-R45-C34.bam	G1	1
SA039-A73047D-R45-C35.bam	S	2
